"","Transect","X","Order","Sample","SiteObjectID","Date","Location","Area","Estimate","Biomass","Numbers","Number.Species","Ibi","AdjIbi","Hpi","AdjHpi","Group.1","Group.2","Group.3","Group.4","Include","Flag","Group.3.JDM","fG2.JDM","fG3.JDM","fG4.JDM","Group.4.JDM","Shoreline.Treat.Detail","M1LAT","M1LONG","M2LAT","M2LONG","Mean.Fetch","Time.Period","Temp","Conductivity_0_mid","Do_0_mid","Macrophyte.Density","Transectendnotes","Bedrock","Boulder","Cobble","Rubble","Gravel","Sand","Organic.Silt","Armoustone","LWD","Algae","Proximity.to.river.creek.mouth","Proximity.to.embayment","Transectstartnotes","Habitat.Comments","jdate","Fished","INLA_dist","Nat_5000","Urb_5000","Agr_5000","Wet_5000","For_5000","DomLandCover_5000","DomPercent_5000","Marinas_5000","Rivers_5000","Wetlands_5000","Total_5000","MarinaDist_5000","MarinaArea_5000","MarinaDist_ALL","WetlandDist_5000","WetlandArea_5000","WetlandDist_ALL","RiverDist_5000","RiverStrahler_5000","RiverShreve_5000","RiverDist_ALL","RiverDist_Large","RiverStrahler_Large","RiverShreve_Large","RiverName_Large","ClosestFeature","ClosestDist","NEARSHOREG","NearshoreGeologyCoarse","NearshoreGeologyDetailed","FixedDist","Slope"
"72","HB3c",72,216,9962,20,"7/18/2018","OPEN","Humber Bay","N",472,170,5,55.6752,3.9376,28.6318,1.7386,"Treated","HardShore","HardShore","Revetment",NA,"Add","Mixed","Mixed","Mixed","Mixed","Mixed","informal rubble placement, sand/cobble/rubble beach",43.62999,-79.47235,43.63053,-79.47118,10.0085,2,13.5,NA,NA,0,"Urban; waterfront trail",0,0,0,0,0,50,0,50,0,0,0,0,"Sand 50%; 50% armourstone","",17730,1,49550,7,88,5,1,4,"Urban",88,2,2,1,5,2666,64136,2666,714,250361,714,230,7,2556,230,230,7,2556,"Humber River","River",230,561,"Bedrock (Erosive)","Bedrock (Erosive)",2016.346924,-0.005827648
"73","HB4a",73,220,9969,143,"7/18/2018","OPEN","Humber Bay","N",275,4,3,36.1125,20.2722,4.3286,3.1018,"Treated","HardShore","HardShore","Revetment",NA,"OK","Mixed","Mixed","Mixed","Mixed","Mixed","informal rubble placement, sand/cobble beach",43.62015,-79.47456,43.62096,-79.47409,15.01530932,2,11.35,NA,NA,0,"Urban beach",0,60,0,10,0,30,0,0,0,0,0,0,"Boulder 60%; Sand 30%; rubble 10%","",17730,1,47974,8,85,6,1,4,"Urban",85,3,2,1,6,1651,202304,1651,2076,250361,2076,247,4,40,247,1591,7,2556,"Humber River","River",247,561,"Bedrock (Erosive)","Bedrock (Erosive)",1227.825806,-0.009085418
"74","HB4b",74,221,9970,146,"7/18/2018","OPEN","Humber Bay","N",911,14,6,45.4064,31.8137,15.6806,11.603,"Treated","HardShore","HardShore","Revetment",NA,"OK","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","informal rubble placement, sand/cobble beach",43.62096,-79.47409,43.62168,-79.47347,15.01530932,2,11.35,NA,NA,0,"Urban beach",0,60,0,10,0,30,0,0,0,0,0,0,"Boulder 60%; Sand 30%; rubble 10%","",17730,1,48072,8,86,6,1,4,"Urban",86,3,2,1,6,1729,202304,1729,2008,250361,2008,325,4,40,325,1524,7,2556,"Humber River","River",325,561,"Bedrock (Erosive)","Bedrock (Erosive)",1260.510864,-0.008849866
"75","HB4c",75,222,9971,149,"7/18/2018","OPEN","Humber Bay","N",546,12,4,43.7291,30.7745,11.2225,8.3832,"Treated","HardShore","HardShore","Revetment",NA,"OK","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","informal rubble placement, sand/cobble beach",43.62168,-79.47347,43.62229,-79.47241,15.01530932,2,11.35,NA,NA,0,"Urban beach",0,60,0,10,0,30,0,0,0,0,0,0,"Boulder 60%; Sand 30%; rubble 10%","",17730,1,48167,8,86,6,1,4,"Urban",86,2,2,1,5,1801,202304,1801,1953,250361,1953,397,4,40,397,1469,7,2556,"Humber River","River",397,561,"Bedrock (Erosive)","Bedrock (Erosive)",1276.556274,-0.008744095
"76","HB5a",76,217,9963,151,"7/18/2018","OPEN","Humber Bay","N",6958.5,9,7,47.8812,47.8812,46.5311,46.5311,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","informal rubble placemen, large stone",43.61297,-79.47904,43.61194,-79.47879,20.01098194,2,13.79,NA,NA,0,"Urban; park headland",0,25,0,0,0,20,55,0,0,0,0,0,"Silt 55%; Sand 20%; boulder 25%","",17730,1,47097,8,85,7,1,5,"Urban",85,3,2,1,6,687,202304,687,2969,250361,2969,767,4,40,767,2485,7,2556,"Humber River","Marina",687,561,"Bedrock (Erosive)","Bedrock (Erosive)",1153.79773,-0.012309649
"77","HB5b",77,218,9964,152,"7/18/2018","OPEN","Humber Bay","N",2610,7,5,36.083,25.3865,21.1302,19.2274,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","informal rubble placemen, large stone",43.61194,-79.47879,43.61198,-79.47998,26.92448686,2,13.79,NA,NA,0,"Urban; park headland",0,25,0,0,0,20,55,0,0,0,0,0,"Silt 55%; Sand 20%; boulder 25%","",17730,1,46981,8,84,7,1,5,"Urban",84,3,2,1,6,590,202304,590,3077,250361,3077,874,4,40,874,2593,7,2556,"Humber River","Marina",590,561,"Bedrock (Erosive)","Bedrock (Erosive)",1167.151123,-0.012340288
"78","HB5c",78,219,9965,153,"7/18/2018","OPEN","Humber Bay","N",272.5,6,3,36.7526,17.6907,5.8387,2.9678,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","informal rubble placemen, large stone",43.61198,-79.47998,43.61314,-79.48052,22.11062335,2,13.79,NA,NA,0,"Urban; park headland",0,25,0,0,0,20,55,0,0,0,0,0,"Silt 55%; Sand 20%; boulder 25%","",17730,1,46885,8,84,7,1,5,"Urban",84,3,2,1,6,470,202304,470,3162,250361,3162,959,4,40,959,2678,7,2556,"Humber River","Marina",470,561,"Bedrock (Erosive)","Bedrock (Erosive)",1272.168945,-0.011343152
"79","HC1a",79,172,9888,155,"7/25/2018","OPEN","Highland Creek","N",522,6,1,26.8208,26.8208,9.6232,9.6232,"Natural","Beach","Sand Beach","Sand Beach",NA,"Flag","HardShore","Beach","SandBeach","SandBeach","Revetment","xxxxx",43.76662,-79.14405,43.76737,-79.14314,39.41309001,2,21.56,305,10.31,0,"Urban; sand beach",0,0,10,0,0,90,0,0,0,0,1,0,"Sand 90%: cobble 10%","",17737,1,89845,20,68,11,7,13,"Urban",68,0,3,2,5,NA,NA,7152,205,69526,205,102,4,61,102,4103,6,454,"Rouge River","River",102,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2316.790039,-0.00623415
"80","HC1b",80,173,9889,157,"7/25/2018","OPEN","Highland Creek","N",531,1,1,45.9243,45.9243,5.1975,5.1975,"Natural","Beach","Sand Beach","Sand Beach",NA,"Flag","HardShore","Beach","SandBeach","SandBeach","Revetment","xxxxx",43.76737,-79.14314,43.76822,-79.14235,39.42332907,2,21.56,305,10.31,0,"Urban; sand beach",0,0,10,0,0,90,0,0,0,0,1,0,"Sand 90%: cobble 10%","",17737,1,89956,21,68,11,8,13,"Urban",68,0,3,2,5,NA,NA,7037,302,69526,302,200,4,61,200,3988,6,454,"Rouge River","River",200,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2352.522949,-0.00630662
"81","HC1c",81,174,9890,159,"7/25/2018","OPEN","Highland Creek","N",762,1,1,43.3069,43.3069,6.5728,6.5728,"Natural","Beach","Sand Beach","Sand Beach",NA,"Flag","Mixed","Mixed","Mixed","Mixed","Mixed","xxxxx",43.76822,-79.14235,43.76857,-79.14105,39.33380474,2,21.56,305,10.31,0,"Urban; sand beach",0,0,10,0,0,90,0,0,0,0,1,0,"Sand 90%: cobble 10%","",17737,1,90070,21,68,11,8,13,"Urban",68,0,3,2,5,NA,NA,6940,417,69526,417,315,4,61,315,3890,6,454,"Rouge River","River",315,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2292.491943,-0.006438653
"82","LP1",82,101,9708,160,"8/13/2018","OPEN","Lakeside Park","B",3200.4,29,2,46.6692,45.7333,54.0056,53.4296,"Treated","Groynes","Surcharged groyne","Groynes/Mixed beach",NA,"OK","Surcharged groyne","Groyne","Groyne","SurchargedGroyne","Groynes/Mixed beach","surcharged amourstone/rubble groyne with cobble/gravel beach",43.44101,-79.66545,43.44237,-79.6649,32.5708042,2,24.23,316,8.95,0,"Urban; just east of 16 mile creek mouth",34,33,33,0,0,0,0,0,0,0,1,0,"Bedrock (34%), boulder (33%), cobble  (33%)","",17756,1,21257,9,88,3,1,6,"Urban",88,1,4,1,6,192,72406,192,1159,35061,1159,145,6,496,145,145,6,496,"Sixteen Mile Creek","River",145,561,"Bedrock (Erosive)","Bedrock (Erosive)",1516.761353,-0.008529147
"83","MK1a",83,208,9948,162,"7/24/2018","OPEN","Marksbury Road","N",777.5,3,3,58.0399,19.4026,6.7952,0.1441,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"OK","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","repaired boulder pavement",43.8032,-79.1039,43.805,-79.1022,35.16881801,2,24.31,311,9.01,0,"Residential, sand/cobble beach",0,0,0,0,0,0,0,0,0,0,0,0,"Sand 100%","sand/cobble beach",17736,1,95090,19,71,10,7,10,"Urban",71,1,4,3,8,1780,641166,1780,1656,679493,1656,145,4,51,145,1446,6,454,"Rouge River","River",145,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2562.98999,-0.00514522
"84","MK1b",84,209,9949,165,"7/24/2018","OPEN","Marksbury Road","N",788,1,1,43.325,0,6.7178,0,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"OK","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","repaired boulder pavement",43.805,-79.1022,43.8058,-79.1013,35.16881801,2,24.31,311,9.01,0,"Residential, sand/cobble beach",0,0,0,0,0,0,0,0,0,0,0,0,"Sand 50%. boulder 50%","sand/cobble beach",17736,1,95332,19,70,11,7,10,"Urban",70,1,4,3,8,1573,641166,1573,1915,679493,1915,217,4,51,217,1705,6,454,"Rouge River","River",217,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2582.000977,-0.005038857
"85","MK1c",85,210,9950,168,"7/24/2018","OPEN","Marksbury Road","N",61,1,1,45.5979,45.5979,1.2733,1.2733,"Natural","Beach","Mixed Beach","Mixed Beach",NA,"OK","Mixed Beach","Beach","MixedBeach","MixedBeach","Mixed Beach","repaired boulder pavement",43.8058,-79.1013,43.8066,-79.1,35.16881801,2,24.31,311,9.01,0,"Residential, sand/cobble beach",0,0,0,0,0,0,0,0,0,0,0,0,"Sand 50%. boulder 50%","sand/cobble beach",17736,1,95447,19,70,11,6,10,"Urban",70,1,4,3,8,1476,641166,1476,2030,679493,2030,315,4,51,315,1820,6,454,"Rouge River","River",315,533,"Cobble / Boulder Lag Over Cohesive","Cobble Boulder Lag, Thin Lag (< 50 m3/m)",2583.163818,-0.004989468
"86","O441",86,43,9633,171,"7/30/2018","BURL","Burlington","B",25.6,10,2,40.3897,30.029,1.6068,1.1734,"Natural","Beach","Sand Beach","Sand Beach",NA,"OK","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.3017,-79.7954,43.3024,-79.7961,21.65250534,2,24.78,321,10.4,0,"Urban beach",0,0,0,0,0,100,0,0,0,0,0,1,"BUN 05","Sand 100%",17742,1,1478,6,83,11,1,2,"Urban",83,0,6,0,6,NA,NA,11844,NA,NA,13901,3010,5,30,3010,13292,5,279,"Bronte Creek","River",3010,541,"Sandy Lake Bed","Sandy",2432.48291,-0.005837649
"87","O442",87,44,9634,173,"7/30/2018","BURL","Burlington","N",39,12,2,41.7149,33.9602,2.2693,1.836,"Natural","Beach","Sand Beach","Sand Beach",NA,"OK","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.3039,-79.7968,43.3048,-79.7972,27.35219481,2,24.78,321,10.4,0,"Urban beach",0,0,0,0,0,100,0,0,0,0,0,1,"BUN 03Burl. OC","Sand 100%",17742,1,1748,7,81,12,1,3,"Urban",81,0,6,0,6,NA,NA,12093,NA,NA,13723,3259,5,30,3259,13114,5,279,"Bronte Creek","River",3259,541,"Sandy Lake Bed","Sandy",2474.86499,-0.005852805
"88","O443",88,41,9631,175,"7/30/2018","BURL","Burlington","N",15,5,3,42.0917,14.0306,0.8893,0.2762,"Natural","Beach","Sand Beach","Sand Beach",NA,"OK","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.3071,-79.7981,43.308,-79.7983,28.11243903,2,24.78,321,10.4,0,"Urban beach",0,0,0,0,0,100,0,0,0,0,0,1,"BUN 01","Sand 100%",17742,1,2119,7,80,13,1,4,"Urban",80,0,5,0,5,NA,NA,12362,NA,NA,13413,3669,5,30,3669,12804,5,279,"Bronte Creek","River",3669,541,"Sandy Lake Bed","Sandy",2505.192871,-0.005889518
"89","O461",89,109,9716,177,"8/15/2018","BURL","Burlington","N",129,10,4,38.9788,18.5074,4.2609,1.8456,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","RevSurcharge","RevSurcharge","Surcharged Revetment","surcharged armourstone/rubble revetment",43.3232,-79.7945,43.3239,-79.7936,26.24018052,2,24.66,308,12.94,0,"Urban, city waterfront",34,33,0,0,0,33,0,0,0,0,0,0,"","Bedrock 34%, boulder 33%, and sand 33%",17758,1,4117,7,82,11,1,5,"Urban",82,0,5,0,5,NA,NA,11130,NA,NA,11714,2801,1,1,2801,11105,5,279,"Bronte Creek","River",2801,561,"Bedrock (Erosive)","Bedrock (Erosive)",2235.141846,-0.00639988
"90","O462",90,111,9718,179,"8/15/2018","BURL","Burlington","N",2073,10,6,27.3737,20.1737,19.2567,17.2268,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","RevSurcharge","RevSurcharge","Surcharged Revetment","surcharged armourstone/rubble revetment",43.3245,-79.7929,43.3239,-79.7936,26.33214105,2,24.66,308,12.94,0,"Urban, city waterfront",0,0,0,0,0,100,0,0,0,0,0,0,"","Armourstone 100%",17758,1,4312,7,83,10,1,5,"Urban",83,0,5,0,5,NA,NA,10947,NA,NA,11532,2619,1,1,2619,10923,5,279,"Bronte Creek","River",2619,561,"Bedrock (Erosive)","Bedrock (Erosive)",2189.24585,-0.006495529
"91","O463",91,110,9717,181,"8/15/2018","BURL","Burlington","N",9868,7,5,13.6677,10.6807,40.3999,38.1694,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble or concrete revetment",43.3256,-79.7912,43.3262,-79.7902,24.55842509,2,24.66,308,12.94,0,"Urban, city waterfront",34,33,33,0,0,0,0,0,0,0,0,0,"","Bedrock 34%, boulder 33%, and cobble 33%",17758,1,4496,6,84,10,1,5,"Urban",84,0,5,0,5,NA,NA,10778,NA,NA,11362,2449,1,1,2449,10753,5,279,"Bronte Creek","River",2449,561,"Bedrock (Erosive)","Bedrock (Erosive)",2036.940674,-0.006801303
"92","O564",92,83,9690,183,"8/13/2018","BRON","Bronte","N",22,5,1,47.2375,47.2375,1.1526,1.1526,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.3913,-79.7094,43.3904,-79.7098,29.09008364,2,24.55,319,11.27,0,"Urban, residential",60,20,20,0,0,0,0,0,0,0,1,0,"","Bedrock 60%, boulder 20%, cobble 20%",17756,1,14676,11,76,13,3,7,"Urban",76,2,5,1,8,315,50059,315,864,47729,864,255,5,279,255,255,5,279,"Bronte Creek","River",255,561,"Bedrock (Erosive)","Bedrock (Erosive)",2226.089844,-0.006663841
"93","O565",93,84,9691,185,"8/13/2018","BRON","Bronte","N",1924,8,6,62.3083,23.0499,18.0687,3.543,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.3896,-79.7101,43.3889,-79.711,30.94489848,2,24.55,319,11.27,0,"Urban, residential",60,20,20,0,0,0,0,0,0,0,1,0,"","Bedrock 60%, boulder 20%, cobble 20%",17756,1,14479,11,76,13,3,7,"Urban",76,2,5,1,8,514,50059,514,1099,47729,1099,489,5,279,489,489,5,279,"Bronte Creek","River",489,561,"Bedrock (Erosive)","Bedrock (Erosive)",2141.314453,-0.006501559
"94","O566",94,85,9692,187,"8/13/2018","BRON","Bronte","N",2119,5,3,50.7771,12.5157,20.4972,2.8809,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.388,-79.7118,43.3871,-79.7118,30.67160809,2,24.55,319,11.27,0,"Urban, residential",60,20,20,0,0,0,0,0,0,0,0,0,"BRONTE","Bedrock 60%, boulder 20%, cobble 20%",17756,1,14254,11,76,13,3,7,"Urban",76,2,5,1,8,744,50059,744,1329,47729,1329,692,3,10,692,719,5,279,"Bronte Creek","River",692,561,"Bedrock (Erosive)","Bedrock (Erosive)",2077.720459,-0.006569945
"95","O9801",95,86,9693,189,"8/13/2018","BRON","Bronte","N",3,1,1,46.9465,46.9465,0.1797,0.1797,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.3864,-79.7122,43.3855,-79.7127,30.60198632,2,24.55,319,11.27,0,"Urban, residential",60,20,20,0,0,0,0,0,0,0,0,0,"","Bedrock 60%, boulder 20%, cobble 20%",17756,1,14073,11,76,13,3,7,"Urban",76,2,6,1,9,924,50059,924,1509,47729,1509,512,3,10,512,899,5,279,"Bronte Creek","River",512,561,"Bedrock (Erosive)","Bedrock (Erosive)",1999.607056,-0.006835074
"96","O9802",96,87,9694,191,"8/13/2018","BRON","Bronte","N",120,5,4,30.359,3.5419,3.1073,0.2167,"Mixed","Mixed","Mixed","Mixed",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.3848,-79.7128,43.3839,-79.7131,30.5965716,2,24.55,319,11.27,0,"Urban, residential",60,20,20,0,0,0,0,0,0,0,0,0,"","Bedrock 60%, boulder 20%, cobble 20%",17756,1,13888,11,76,13,3,7,"Urban",76,2,6,1,9,1129,50059,1129,1713,47729,1713,307,3,10,307,1104,5,279,"Bronte Creek","River",307,561,"Bedrock (Erosive)","Bedrock (Erosive)",1891.821655,-0.00723663
"97","O9803",97,88,9695,193,"8/13/2018","BRON","Bronte","N",1801,11,8,54.615,36.7482,17.2171,12.383,"Mixed","Mixed","Mixed","Mixed",NA,"OK","Mixed","Mixed","Mixed","Mixed","Mixed","armourstone/rubble revetment and beach",43.3832,-79.7132,43.3824,-79.7139,30.84106114,2,24.55,319,11.27,0,"Urban, city waterfront",50,0,20,0,0,30,0,0,0,0,0,0,"","Bedrock 50%, cobble 20%, sand 30%",17756,1,13707,10,77,13,3,7,"Urban",77,2,5,1,8,1309,50059,1309,1893,47729,1893,127,3,10,127,1284,5,279,"Bronte Creek","River",127,561,"Bedrock (Erosive)","Bedrock (Erosive)",1791.833374,-0.007614223
"98","O991",98,42,9632,195,"7/30/2018","BURL","Burlington","N",650,19,2,49.6875,26.0588,9.2149,3.6858,"Natural","Beach","Sand Beach","Sand Beach",NA,"OK","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.2957,-79.7918,43.2965,-79.7923,26.83597114,2,24.78,321,10.4,0,"Urban beach",0,0,0,0,0,100,0,0,0,0,0,1,"BUS 01Burl. OC","Sand 100%",17742,1,749,6,86,8,0,2,"Urban",86,0,5,0,5,NA,NA,11253,NA,NA,14394,3087,5,30,3087,13785,5,279,"Bronte Creek","River",3087,541,"Sandy Lake Bed","Sandy",2400.344727,-0.005637702
"99","O992",99,46,9637,197,"7/30/2018","BURL","Burlington","N",51,13,1,47.8132,47.8132,2.7815,2.7815,"Natural","Beach","Sand Beach","Sand Beach",NA,"OK","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.2935,-79.7909,43.2927,-79.7903,26.71795004,2,24.78,321,10.4,0,"Urban beach",0,0,0,0,0,100,0,0,0,0,0,1,"BUS 03","Sand 100%",17742,1,493,6,86,7,1,2,"Urban",86,0,5,0,5,NA,NA,11063,NA,NA,14597,3365,5,30,3365,13988,5,279,"Bronte Creek","River",3365,541,"Sandy Lake Bed","Sandy",2486.330811,-0.005339478
"100","O993",100,45,9635,199,"7/30/2018","BURL","Burlington","N",43,11,1,47.6688,47.6688,2.3481,2.3481,"Natural","Beach","Sand Beach","Sand Beach",NA,"OK","Sand Beach","Beach","SandBeach","SandBeach","Sand Beach","sand beach",43.2894,-79.7886,43.2884,-79.788,27.76381526,2,24.78,321,10.4,0,"Urban beach",0,0,0,0,0,100,0,0,0,0,0,1,"BUS 05","Sand 100%",17742,1,0,7,86,8,1,2,"Urban",86,0,5,0,5,NA,NA,10667,NA,NA,14960,3902,5,30,3902,14351,5,279,"Bronte Creek","River",3902,541,"Sandy Lake Bed","Sandy",2641.997559,-0.004884191
"101","OL1",101,112,9720,200,"8/14/2018","OPEN","Old Lakeshore ","N",1283,20,5,42.0486,19.5372,18.6366,6.9102,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","concrete revetment",43.3263,-79.7904,43.3268,-79.7892,24.60363788,2,24.66,313,11.67,0,"Urban",50,5,15,0,0,30,0,0,0,1,0,0,"Bedrock 50%, sand 30%, cobble 15%, boulder 5%","",17757,1,4617,6,85,9,1,4,"Urban",85,0,5,0,5,NA,NA,10650,NA,NA,11235,2322,1,1,2322,10626,5,279,"Bronte Creek","River",2322,561,"Bedrock (Erosive)","Bedrock (Erosive)",1990.182983,-0.006878683
"102","OL2",102,113,9721,201,"8/14/2018","OPEN","Old Lakeshore ","N",185,7,3,45.9824,35.5609,4.864,3.8187,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.3273,-79.787,43.3278,-79.786,26.62561988,2,24.66,313,11.67,0,"Urban",50,5,15,0,0,30,0,0,0,1,0,0,"Bedrock 50%, sand 30%, cobble 15%, boulder 5%","",17757,1,4888,5,86,9,1,3,"Urban",86,0,5,0,5,NA,NA,10361,NA,NA,10945,2032,1,1,2032,10336,5,279,"Bronte Creek","River",2032,561,"Bedrock (Erosive)","Bedrock (Erosive)",1773.758301,-0.007421395
"103","OL3",103,114,9722,202,"8/14/2018","OPEN","Old Lakeshore ","N",7944,8,4,29.3074,23.7495,32.306,31.0268,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble revetment",43.3284,-79.785,43.3288,-79.7845,26.68599782,2,24.66,313,11.67,0,"Urban",50,5,15,0,0,30,0,0,0,1,0,0,"Bedrock 50%, sand 30%, cobble 15%, boulder 5%","",17757,1,5091,4,87,8,1,3,"Urban",87,0,5,0,5,NA,NA,10149,NA,NA,10733,1820,1,1,1820,10124,5,279,"Bronte Creek","River",1820,561,"Bedrock (Erosive)","Bedrock (Erosive)",1710.345703,-0.007687244
"104","OL4",104,115,9723,203,"8/14/2018","OPEN","Old Lakeshore ","N",2651,9,6,57.7992,50.3959,18.1323,16.123,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","concrete revetment",43.3288,-79.7845,43.3294,-79.7835,26.68278876,2,24.66,313,11.67,0,"Urban",50,5,15,0,0,30,0,0,0,1,0,0,"Bedrock 50%, sand 30%, cobble 15%, boulder 5%","",17757,1,5152,4,87,8,1,3,"Urban",87,0,6,0,6,NA,NA,10106,NA,NA,10691,1778,1,1,1778,10081,5,279,"Bronte Creek","River",1778,561,"Bedrock (Erosive)","Bedrock (Erosive)",1692.095825,-0.007785307
"105","PN1",105,120,9729,204,"8/16/2018","OPEN","Port Nelson","N",252,12,6,36.6764,20.303,7.1785,4.1263,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","concrete revetment",43.3344,-79.7731,43.3338,-79.7742,27.15806515,2,21.6,308,13.29,0,"Urban",50,50,0,0,0,0,0,0,0,0,0,0,"Bedrock 50%, boulder 50%","",17759,1,6268,3,91,6,0,2,"Urban",91,0,5,0,5,NA,NA,8920,NA,NA,9505,592,1,1,592,8896,5,279,"Bronte Creek","River",592,561,"Bedrock (Erosive)","Bedrock (Erosive)",1451.010742,-0.009192488
"106","PN2",106,121,9730,205,"8/16/2018","OPEN","Port Nelson","N",595,12,4,59.5799,51.2312,11.7714,10.9254,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","concrete revetment",43.3334,-79.7751,43.333,-79.7763,19.79462047,2,21.6,308,13.29,0,"Urban",30,30,0,0,0,40,0,0,0,0,0,0,"Bedrock (30%); cobble (30%), and zebra mussel sand","",17759,1,6071,3,91,6,0,2,"Urban",91,0,5,0,5,NA,NA,9150,NA,NA,9735,822,1,1,822,9125,5,279,"Bronte Creek","River",822,561,"Bedrock (Erosive)","Bedrock (Erosive)",1490.373047,-0.008839086
"107","PN3",107,122,9731,206,"8/16/2018","OPEN","Port Nelson","N",2148,11,6,45.3009,10.8171,27.5487,6.135,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","concrete revetment",43.3324,-79.7772,43.3318,-79.7781,25.11867361,2,21.6,308,13.69,0,"Urban",20,80,0,0,0,0,0,0,0,0,0,0,"Bedrock 20%, boulder 80%","",17759,1,5867,3,91,6,0,2,"Urban",91,0,5,0,5,NA,NA,9350,NA,NA,9934,1021,1,1,1021,9325,5,279,"Bronte Creek","River",1021,561,"Bedrock (Erosive)","Bedrock (Erosive)",1536.810303,-0.008619152
"108","PN4",108,123,9732,207,"8/16/2018","OPEN","Port Nelson","N",546,20,7,64.709,40.8283,14.021,9.4496,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble and concrete revetment",43.3314,-79.7792,43.331,-79.7803,25.10902461,2,21.6,308,13.69,0,"Urban, 75% amourstone, 25% concrete shoreline",34,33,33,0,0,0,0,0,0,0,0,0,"Bedrock 34%, cobble 33%, boulder 33%","",17759,1,5670,4,90,7,1,2,"Urban",90,0,6,0,6,NA,NA,9549,NA,NA,10134,1221,1,1,1221,9525,5,279,"Bronte Creek","River",1221,561,"Bedrock (Erosive)","Bedrock (Erosive)",1602.377441,-0.008369377
"109","PP1",109,102,9709,208,"8/15/2018","OPEN","Paletta Place","N",4389,10,4,49.5757,5.2117,38.2312,1.2709,"Treated","HardShore","HardShore","Revetment",NA,"OK","HardShore","HardShore","Revetment","Revetment","Revetment","armourstone/rubble and concrete revetment",43.3541,-79.7482,43.3534,-79.7489,28.30346646,2,22.67,305,13.43,0,"Urban; Paletta Park, concrete wall (70%)and armourstone (30%)",50,0,50,0,0,0,0,0,0,0,0,0,"Bedrock 50%, cobble 50%","",17758,1,9309,5,89,6,1,3,"Urban",89,0,5,0,5,NA,NA,5810,NA,NA,6394,315,3,5,315,5785,5,279,"Bronte Creek","River",315,561,"Bedrock (Erosive)","Bedrock (Erosive)",1650.710693,-0.00793541
